generation,i,fitness,hash,mom_hash,dad_hash,values
1,87,[-6.437671664119464, -4.3115338554005715],7963778705591708428,-3851058122367708765,359754609538495016,-1.9555760107939957  -1.0123864782911896
1,88,[-6.848073181388806, -2.4303970019045043],-7678640673844199552,8290207235253311687,2900854864273610396,-1.887621650911746  -0.14377013956121765
1,89,[-6.201300974933117, -2.2541261403933994],-2224713205988918678,8290207235253311687,2900854864273610396,-0.9120840547830369  -2.2081767488381776
1,90,[-5.941003591751243, 4.794691567298138],982977862647142719,-2825572552690106714,-8675630464275873209,1.0821975537490438  -2.3679618761437937
1,91,[-5.234544815155013, -1.170345368456407],7315649704995570351,-6385734346860583583,-4851292134184439030,-1.830079453768274  -2.6694399844892436
1,92,[-4.0990681005176555, -3.3676199931852993],2714896669912907091,-2584391995592780702,-307766091517073252,-1.6396942489025026  4.146711715592911
1,93,[-7.289321369379648, -2.562041044678883],-5607054757022761045,-2584391995592780702,-307766091517073252,0.47229761207240184  -1.508673281585018
1,94,[-5.314057281513049, 1.323667871422313],7578007498977655066,9004388348514666490,-3851058122367708765,3.051765473904627  -0.824366390321897
1,95,[-5.010177861240585, 2.7536275258464142],3381787484762001341,1778190189510548007,3091432174642765917,2.5802342150895825  -2.298552646434353
1,96,[-6.8266895278696405, 2.8836054132495788],-4998960442521328528,3935870717971492673,-2216567056229579905,-1.2937877434927492  1.403334900078156
1,97,[-5.417693132514233, 0.5633230348436304],-4002816368510027825,-2234441876594514510,321857233685093899,-2.9135871365740607  -0.9500682106946581
1,98,[-5.050859552787697, 1.0961237700033908],5754241408410738222,7607617654552017928,-2825572552690106714,-2.4608721753994223  -2.3679618761437937
1,99,[-4.873165544210009, -0.6473503698840588],-5762829615327479677,2870878641922419228,3969968315216571216,3.1294661322541657  -1.7677002505657082
1,100,[-4.674551003486305, -0.4422510850763941],2297885617295302588,5128003853598249367,2870878641922419228,-3.3663654070014584  -1.7677002505657082
1,101,[-3.155709648714191, 0.9539464805214715],-862008909112861857,7710976954946517358,9092764361528779122,3.879398712479423  4.266957023871603
1,102,[-8.732102250454668, 1.3669591053141592],-1444710118258713367,2870878641922419228,3969968315216571216,0.5235959050486949  -0.4305677451271963
1,103,[-5.927312985936608, 2.1000493895684156],-4566308962349555354,-6839597181090835456,4706030403594407964,2.4817791068379647  -0.8242368044165911
1,104,[-5.921048375990995, 3.852282849480165],-1000090011702516706,1778190189510548007,9036457850006964750,2.5802342150895825  0.4568004349440278
1,105,[-4.589219668591934, 5.816013177354226],1487834879391312583,1778190189510548007,3091432174642765917,-3.036142448978164  2.4388520216549896
1,106,[-5.700167264755354, 6.767839820849451],3640502475656974143,-8150418420178493838,-6795517792462718855,-2.4491098307811243  1.3785783487607741
1,107,[-4.624809610786194, 2.614874720831973],5475229576334497443,2810823194915788578,9036457850006964750,3.828594665282367  0.4568004349440278
1,108,[-4.482816802703875, 3.4558780236368767],-4613287103781728963,-6839597181090835456,4706030403594407964,-2.488955836717709  3.146200043616119
1,109,[-5.898349600484199, 4.2514939386949555],-3664496393121225571,2810823194915788578,1778190189510548007,2.5802342150895825  0.5564906550861402
1,110,[-3.9327744510479272, 5.578308585100358],-6574934531721206875,8312677115105664462,1638138630611198854,4.344522451191592  1.7025113014183857
1,111,[-5.255112076847571, 6.831153628045517],-499760337534790640,-2579757073579886932,-836595920292788334,-3.035095039357407  1.0661916842421437
1,112,[-4.941212238016545, 4.258807272794585],-673977820046600940,2810823194915788578,9036457850006964750,-3.480666710937146  0.5564906550861402
1,113,[-4.732009554933274, -0.8262531385547285],3395067784265472186,-696223341368880574,8353526320281200407,-1.5622660949328857  -3.3993705013362563
1,114,[-4.1736361959391015, 4.0668801373662875],-3497840583160467129,-8441605793962311474,-2579757073579886932,4.236895654028743  1.0661916842421437
1,115,[-4.2740950198201775, 6.286676625963761],-6632006022489522153,1778190189510548007,9036457850006964750,-3.480666710937146  2.4388520216549896
1,116,[-4.52217469703886, 8.93490354413737],-4726122567355983657,3935870717971492673,-2216567056229579905,-3.4976905870804984  1.873731725291102
1,117,[-4.03378623340757, 5.041955163215938],8253509777547562156,2810823194915788578,1778190189510548007,3.828594665282367  2.4388520216549896
1,118,[-4.466959734846945, 6.8602407489395585],-2783794093988009178,-696223341368880574,8353526320281200407,3.3434483139629094  2.2488440257609357
1,119,[-4.339751333171666, 8.013079781338913],-653842361703903670,-2216567056229579905,-6300694344911391137,3.7296208336954546  1.873731725291102
1,120,[-3.780164641074558, 8.872659325217228],6906334674046221605,-8150418420178493838,-6795517792462718855,-4.123655670188867  2.57969232782552
1,121,[-3.7273086476402484, 13.037908092551499],8484122128736810165,-2579757073579886932,-836595920292788334,1.0964840071130366  -4.811127419508142
1,122,[-3.6799572022351965, 14.855428089365667],-3235930051562622977,-8707000253261564477,2029072819301254339,1.698260038385012  -4.701075820947651
1,123,[-3.4839905532376907, 1.973747884337381],1876343328612567512,6797259204741794799,1717067483651423970,4.690709227235612  2.406571538153134
1,124,[-3.4483898966330746, 2.213483330617593],-7331049500050255367,3770280540506104268,-8441605793962311474,4.236895654028743  -3.222914614062221
1,125,[-3.5770217758769656, 2.609994692296714],6991661855288629439,-3851058122367708765,359754609538495016,3.051765473904627  4.136318553858738
1,126,[-5.110642933317582, 3.0820285699072656],-6228477242852485219,-696223341368880574,-1159913981054295652,3.3434483139629094  0.2934262573601254
1,127,[-4.335736770156839, 3.2519158518620412],2041065252762651178,-2703849060937727295,-4655123490442450360,-2.435448115217614  3.395318062163456
1,128,[-4.744840243823378, 9.136479244802263],1724668014778820296,-696223341368880574,-1159913981054295652,1.5295604539556686  -3.3993705013362563
1,129,[-2.944921275752403, -1.3702236964534111],-4649994935673811831,-4377778268579179986,-2114250954425182504,4.422275080339054  4.21975392792149
1,130,[-3.895590854651748, -0.5603346697434755],402692511433101424,1547329628067836316,6797259204741794799,4.690709227235612  0.46497514454431066
1,131,[-5.54276708354164, 3.2875411959099363],1135250899975067746,1547329628067836316,321857233685093899,-2.9135871365740607  0.46497514454431066
1,132,[-7.610433482877378, 6.963732816138034],-7510390971966757628,1820788968030589664,9004388348514666490,0.6227763829546404  1.2150149763597993
1,133,[-4.861774707488453, 7.878182573033637],8055591313803625829,-2170370288391390258,7003916391872800538,-3.4055007354573688  1.1853841756292773
1,134,[-4.686324516261643, 0.9862376854000976],6891181616892788829,1820788968030589664,9004388348514666490,3.698934119360967  -0.824366390321897
1,135,[-4.188834929384393, 3.9983012666774362],6637983359780651257,6797259204741794799,1717067483651423970,4.223405054347209  1.0451876911131546
1,136,[-4.164126715031813, 6.5366110420898025],774951963031333535,2810823194915788578,-8722907256804709407,3.828594665282367  2.1283096231668868
1,137,[-4.407622257521554, 9.7792419680394],-2354008515507972008,-2703849060937727295,-4655123490442450360,-3.9259177281044746  1.168940788725502
1,138,[-4.275535661154139, 2.06519778194517],-3251144337308740783,9218346090572455967,-4881540592044526744,-1.3361251932517204  -4.0328016620286835
1,139,[-3.7597148815719263, 3.314080422057657],-5438151590978265817,-2825572552690106714,-8675630464275873209,1.1322592998023708  4.758352926058741
1,140,[-4.1003947848038305, 3.413084597227125],-3863177626202810280,-6812156599270374335,-4655123490442450360,-3.9259177281044746  -2.1110561420320306
1,141,[-4.0741894365568925, 5.005186970812215],-1842034287330550659,-4377778268579179986,-2114250954425182504,3.620214114055308  2.6552318373218045
1,142,[-3.3916664493081194, 2.3859491766481424],-7604102463510014415,-6812156599270374335,-4655123490442450360,4.207148174209701  3.395318062163456
1,143,[-4.061471049642411, 3.318951830258259],-3812764949238024785,9218346090572455967,-4881540592044526744,-4.26616919594932  -1.4479713436185007
1,144,[-3.989213246088929, 4.670341849221677],6940097176303815477,-6385734346860583583,-4851292134184439030,-2.891650909976611  3.5709899692012357
1,145,[-3.85666976511031, 8.538463703507574],733935961777862469,1547329628067836316,321857233685093899,-4.740103023367929  -0.47562163772008326
1,146,[-3.7878240581987215, 12.738918854379364],3543538938392161563,1547329628067836316,6797259204741794799,-4.740103023367929  1.0451876911131546
1,147,[-3.643424487991317, 5.126560176640866],6184967651288116116,-2216567056229579905,-6300694344911391137,-1.2937877434927492  -4.879702827774888
1,148,[-3.158656437095437, 11.28146957101526],3823984078312641276,-2170370288391390258,7003916391872800538,-3.784303025759812  -4.345331224174169
1,149,[-2.870059903932199, 15.115784167756026],8688302090946964771,5259389119226991497,-6839728638320073224,-4.29058708836001  -4.532571096517729
2,0,[-6.683898568116988, -4.948895414435061],8784865861934192743,-5762829615327479677,2090231725600607214,-0.9659797437040449  -1.7677002505657082
2,1,[-6.672039518271581, 1.6449307148046728],-8628347289612894403,2714896669912907091,8055591313803625829,-1.6396942489025026  1.1853841756292773
2,2,[-5.967906349983025, -4.049775034790712],-6576589597651802941,-2224713205988918678,-3251144337308740783,-1.3361251932517204  -2.2081767488381776
2,3,[-4.939346704387688, -0.693352893469172],-9056390552001362754,-5762829615327479677,6991661855288629439,3.051765473904627  -1.7677002505657082
2,4,[-4.687211978602593, -0.22908596428491634],1242411772841121165,-7563966803838178790,-1738633136390319967,3.620214114055308  -1.117393521385659
2,5,[-3.99070331275057, -3.489527125778534],-4096566013882563563,2297885617295302588,5638318760380896524,4.239303433646212  -1.7677002505657082
2,6,[-4.972450801868173, 0.5459065601896564],-4327116209947111069,7963778705591708428,-2783794093988009178,3.3434483139629094  -1.0123864782911896
2,7,[-4.08049702024042, -2.1768743911871513],31018700547473366,-1491540299604144006,-4566308962349555354,4.405388403403586  -0.8242368044165911
2,8,[-8.549393284298286, 1.7487319748338086],-276257148072753371,-7510390971966757628,2090231725600607214,0.6227763829546404  -0.47562163772008326
2,9,[-3.393963183704345, 2.211503695581732],8703767293408740362,-8546772291343316280,-6503369687384288823,3.3434483139629094  4.2441781017707
2,10,[-7.331217875661117, 3.4762967399165308],-5143902098293397043,-7510390971966757628,2090231725600607214,-0.9659797437040449  1.2150149763597993
2,11,[-7.215070114730727, 5.350365175542414],6926607292267498850,-7036288374935388374,2048025221809356182,-0.7671056457973036  1.4405513102713314
2,12,[-7.915194959626324, 5.493196040897208],3384204865187500921,8320594491335415514,3543538938392161563,0.5235959050486949  1.0451876911131546
2,13,[-7.023855612058114, -4.691296346286543],2916902634120015703,3395067784265472186,-4566308962349555354,-1.5622660949328857  -0.8242368044165911
2,14,[-7.105581103300532, -3.4157683887229733],3663213421409039871,-5870284227055678370,-7372316956273438174,-1.6396942489025026  -0.48005489643074206
2,15,[-6.9263014154625, -2.0240186201761396],7901732360639931694,-7563966803838178790,-1738633136390319967,0.4972097260412509  -1.7677002505657082
2,16,[-6.766722899822291, 1.7921651875463342],-8723778331703223613,3182432047890502399,-2681941465896297828,1.231645400792722  -1.5154660311312718
2,17,[-5.71148759733198, 9.771626223436616],-5969708551197338624,-7295203852814300153,-4755514605062896702,1.4424743967778495  2.4004633066455474
2,18,[-5.602280235319888, -3.0724978762337387],-6438752808707541541,2714896669912907091,-1826624548266731335,-1.6396942489025026  -2.3883764016297127
2,19,[-4.8854686693915665, -1.0175213880761915],8874134739629311892,-7331049500050255367,3395067784265472186,-1.5622660949328857  -3.222914614062221
2,20,[-4.272342348475745, 0.9648404001443269],8320594491335415514,8320594491335415514,8320594491335415514,0.5235959050486949  4.21975392792149
2,21,[-6.063842761615334, 1.94100545281239],-9100048139026505922,84026054187079986,-4112957184046399338,1.9949788861162698  -1.508673281585018
2,22,[-5.46667282576066, 2.52521647657376],2664140584531207905,9202520573933257780,-7476286964280908770,-3.018868993574787  0.06527457164985151
2,23,[-5.3301084581496205, 1.3042241854509715],-3259230940586405488,6891181616892788829,-8987416389684323446,-3.036142448978164  -0.824366390321897
2,24,[-4.97867491309893, 2.869488118953271],5555815534727795026,-4215140779109016183,-8290378730923337611,0.21505832675641212  3.480468693070689
2,25,[-5.064020189515505, 2.9208763271627265],-6074004034145487453,4713678760154440427,-7604102463510014415,0.21505832675641212  3.395318062163456
2,26,[-4.47158753935136, -1.445405401945342],1162996167794870871,6891181616892788829,-8987416389684323446,3.698934119360967  -1.5849719664365436
2,27,[-4.373894227659784, 3.8608466763424825],1100732054354143480,-2224713205988918678,-3251144337308740783,-0.9120840547830369  -4.0328016620286835
2,28,[-4.335490352478849, -1.3229855763401597],1540929468971395201,-5870284227055678370,-7372316956273438174,3.786449924650734  -1.7677002505657082
2,29,[-4.309416550792976, 5.96509259730023],-4088143812204098871,3395067784265472186,-4566308962349555354,2.4817791068379647  -3.3993705013362563
2,30,[-4.107091290162773, -3.7370883677931124],-5823189577049530167,-7604102463510014415,-8843618618574143751,4.207148174209701  -1.4479713436185007
2,31,[-4.302471152888006, -1.486854593578801],5318789980300377881,-8843618618574143751,-5762829615327479677,3.828594665282367  -1.7677002505657082
2,32,[-8.156165268357332, -1.33732366661796],-483591363316370639,6073832982086029817,-294070081794960349,-0.7671056457973036  -0.6708366325959023
2,33,[-5.50989517300927, 2.00280033334933],-8939643252158741297,7963778705591708428,-2783794093988009178,-1.9555760107939957  2.2488440257609357
2,34,[-5.309536557795777, 2.562840943163308],1590922939064118282,-5762829615327479677,2090231725600607214,3.1294661322541657  -0.47562163772008326
2,35,[-3.96368245355747, 5.669616828243059],1709764930771629802,9202520573933257780,-7476286964280908770,4.223405054347209  1.8901097574708778
2,36,[-6.716530728802379, 7.6205026872712205],2003484782516892396,-7476286964280908770,-7510390971966757628,0.6227763829546404  1.8901097574708778
2,37,[-6.693653084210145, -4.0142119503405596],-7981314067539503152,-4566308962349555354,7315649704995570351,-1.830079453768274  -0.8242368044165911
2,38,[-5.170992042289014, 0.03556041582678526],-6585990537526583673,3640502475656974143,8631927853521564601,-2.4491098307811243  -2.2081767488381776
2,39,[-6.036685879680582, 2.9952258706519865],-4012948354034965332,-4215140779109016183,-8290378730923337611,-0.6486973855651428  2.4388520216549896
2,40,[-5.766496578476565, 0.1876599387585398],-6527436431108845497,-2490243593936521001,-6269699521004014651,-1.3361251932517204  2.406571538153134
2,41,[-3.308847804806001, 1.1072423692645157],-6081009906679858231,-7295203852814300153,-4755514605062896702,4.531397226455461  -3.16962347418095
2,42,[-3.419209452054926, 2.8656318650436647],-6093938089014981118,2714896669912907091,8055591313803625829,-3.4055007354573688  4.146711715592911
2,43,[-5.3114689708575185, 8.286478346750705],-6630864066816058283,-2490243593936521001,-6269699521004014651,-2.8313125945831707  1.411356824827771
2,44,[-5.216072219891687, 7.69798088794629],8502610643579849647,-7476286964280908770,-7510390971966757628,-3.018868993574787  1.2150149763597993
